"_id","TIMESTAMP","SHORT_DESC","LONG_DESC","TYPE","LEVEL"
"183","Sep 8, 2017 10:59:20 AM","Screen Turned Off","Screen has been turned off.","screen","info"
"184","Sep 8, 2017 10:59:40 AM","Screen Turned On","Screen has been turned on.","screen","info"
"185","Sep 8, 2017 10:59:43 AM","Screen Unlocked","User has unlocked the device.","screen","info"
"186","Sep 8, 2017 10:59:43 AM","Orientation Changed: [LANDSCAPE]","Device orientation has changed from portrait to landscape","orientation","info"
"187","Sep 8, 2017 10:59:46 AM","Orientation Changed: [PORTRAIT]","Device orientation has changed from landscape to portrait","orientation","info"
"188","Sep 8, 2017 10:59:46 AM","App Started/Resumed: [Launcher]","Application 'Launcher'[com.android.launcher] has been started or resumed.<br>The application was brought in front of all other applications.","app","info"
"189","Sep 8, 2017 11:00:19 AM","Screen Turned Off","Screen has been turned off.","screen","info"
"190","Sep 8, 2017 11:13:27 AM","Screen Turned On","Screen has been turned on.","screen","info"
"191","Sep 8, 2017 11:13:30 AM","Screen Unlocked","User has unlocked the device.","screen","info"
"192","Sep 8, 2017 11:13:31 AM","App Started/Resumed: [Clock]","Application 'Clock'[com.google.android.deskclock] has been started or resumed.<br>The application was brought in front of all other applications.","app","info"
"193","Sep 8, 2017 11:13:32 AM","Orientation Changed: [LANDSCAPE]","Device orientation has changed from portrait to landscape","orientation","info"
"194","Sep 8, 2017 11:13:33 AM","App Started/Resumed: [System UI]","Application 'System UI'[com.android.systemui] has been started or resumed.<br>The application was brought in front of all other applications.","app","info"
"195","Sep 8, 2017 11:13:35 AM","App Started/Resumed: [Event Logger]","Application 'Event Logger'[rs.pedjaapps.eventlogger] has been started or resumed.<br>The application was brought in front of all other applications.","app","info"
